date,vertical,transaction_count,avg_transaction_value,total_processing_volume,authorization_rate,decline_rate,fraud_rate,chargeback_rate,refund_rate,payment_success_rate,take_rate,payment_revenue,processing_cost,net_revenue,margin,cost_per_transaction,trial_to_paid_rate,involuntary_churn_rate,dunning_recovery_rate,mrr,net_revenue_retention,latency_ms,uptime,failed_payment_recovery_rate
2024-11-08,Education,310,213.5,66184.2,0.9231,0.0769,0.007,0.009,0.0174,0.9791,0.025,1653.01,115.2,1537.8,0.9303,0.37,0.2317,0.0359,0.6494,33335.41,0.9248,554.8,0.998156,0.342
2024-11-09,Camps,242,134.58,32567.53,0.9589,0.0411,0.0056,0.0104,0.0467,0.984,0.0256,832.5,55.69,776.81,0.9331,0.23,0.2622,0.0395,0.7133,18209.46,1.1046,298.3,0.995423,0.6083
2024-11-09,Associations,145,169.57,24588.0,0.9253,0.0747,0.002,0.005,0.022,0.9358,0.0262,643.66,38.41,605.25,0.9403,0.26,0.2441,0.0509,0.3012,13186.24,0.9844,576.4,0.996908,0.4807
2024-11-09,Sports Leagues,188,77.18,14509.81,0.9623,0.0377,0.0062,0.0112,0.0493,0.9531,0.0233,337.85,79.76,258.09,0.7639,0.42,0.4985,0.0288,0.3343,8333.96,0.9445,737.8,0.99895,0.6554
2024-11-09,Nonprofits,123,308.71,37970.95,0.9515,0.0485,0.0025,0.005,0.0283,0.9677,0.0213,807.19,29.02,778.18,0.9641,0.24,0.5101,0.0523,0.645,23855.9,1.0638,748.4,0.999134,0.4249
2024-11-09,Pet Care,153,229.39,35096.94,0.9433,0.0567,0.0031,0.0106,0.0421,0.9534,0.0196,688.09,27.74,660.35,0.9597,0.18,0.2142,0.0177,0.596,16351.09,1.0324,343.3,0.999386,0.4611
2024-11-09,Education,184,348.77,64173.18,0.9307,0.0693,0.0054,0.0111,0.046,0.9493,0.0193,1239.5,65.21,1174.29,0.9474,0.35,0.5304,0.0354,0.506,42301.97,0.9819,583.0,0.996904,0.4197
2024-11-10,Camps,109,265.01,28886.19,0.9258,0.0742,0.0069,0.0028,0.0332,0.9528,0.0187,541.51,42.41,499.1,0.9217,0.39,0.3822,0.0458,0.4711,19003.83,0.9001,278.7,0.998894,0.6796
2024-11-10,Associations,264,159.88,42208.89,0.9658,0.0342,0.0028,0.0057,0.0474,0.9456,0.0273,1150.71,73.51,1077.2,0.9361,0.28,0.3543,0.0123,0.3753,18174.04,1.0827,774.0,0.995333,0.2846
2024-11-10,Sports Leagues,278,177.99,49481.59,0.9493,0.0507,0.0025,0.006,0.0332,0.9669,0.0281,1389.47,121.9,1267.57,0.9123,0.44,0.4903,0.0526,0.5509,21932.82,1.0325,396.3,0.995156,0.3377
2024-11-10,Nonprofits,304,200.55,60965.73,0.9549,0.0451,0.001,0.0066,0.026,0.9819,0.0298,1814.08,129.08,1685.0,0.9288,0.42,0.4916,0.0493,0.6866,27583.45,0.9618,584.9,0.999523,0.5501
2024-11-10,Pet Care,245,175.34,42958.92,0.9775,0.0225,0.0063,0.0103,0.0401,0.9653,0.0184,790.2,94.69,695.51,0.8802,0.39,0.4067,0.014,0.3534,23385.03,1.0847,496.5,0.999506,0.617
2024-11-10,Education,374,265.15,99165.52,0.9489,0.0511,0.0067,0.0041,0.0317,0.9669,0.019,1888.13,141.94,1746.19,0.9248,0.38,0.3239,0.0164,0.4742,42590.64,1.0931,430.6,0.995676,0.3634
2024-11-11,Camps,209,121.57,25408.48,0.9664,0.0336,0.0058,0.0059,0.0435,0.9681,0.0216,549.76,79.39,470.37,0.8556,0.38,0.3032,0.0508,0.6517,12515.08,0.9049,678.1,0.996786,0.3964
2024-11-11,Associations,386,266.39,102827.04,0.9292,0.0708,0.0041,0.011,0.015,0.9323,0.0258,2657.78,142.42,2515.36,0.9464,0.37,0.3754,0.027,0.4626,45747.18,0.9548,636.0,0.997446,0.6508
2024-11-11,Sports Leagues,176,66.39,11685.16,0.957,0.043,0.0029,0.004,0.0292,0.9671,0.0267,311.64,58.17,253.47,0.8133,0.33,0.547,0.053,0.4075,7333.78,1.0166,168.0,0.995243,0.6098
2024-11-11,Nonprofits,218,90.58,19747.41,0.9472,0.0528,0.0048,0.0056,0.0343,0.9547,0.0286,564.23,41.49,522.74,0.9265,0.19,0.1837,0.0362,0.7452,10537.97,0.8829,335.6,0.99729,0.6555
2024-11-11,Pet Care,266,326.94,86965.77,0.9758,0.0242,0.0055,0.0043,0.0315,0.979,0.023,2001.31,112.9,1888.41,0.9436,0.42,0.2122,0.0254,0.7469,50019.43,1.0217,283.1,0.999202,0.4431
2024-11-11,Education,142,251.78,35752.91,0.9272,0.0728,0.0011,0.0049,0.0276,0.9312,0.0225,805.59,52.41,753.18,0.9349,0.37,0.2645,0.0342,0.6994,14605.68,1.0686,381.0,0.997652,0.3539
2024-11-12,Camps,177,149.7,26496.37,0.9497,0.0503,0.0039,0.0049,0.0281,0.9474,0.0222,588.91,61.04,527.87,0.8963,0.34,0.3565,0.0439,0.6769,18094.09,0.9163,545.8,0.997854,0.6401
2024-11-12,Associations,192,228.85,43938.95,0.978,0.022,0.0066,0.0046,0.017,0.9403,0.0244,1070.49,54.7,1015.78,0.9489,0.28,0.3475,0.0131,0.3909,28087.99,1.0618,387.5,0.996913,0.6477
2024-11-12,Sports Leagues,203,153.95,31251.94,0.9634,0.0366,0.005,0.0026,0.0105,0.9311,0.0272,849.54,70.66,778.89,0.9168,0.35,0.1965,0.0166,0.6252,15403.36,1.118,332.5,0.996645,0.4388
2024-11-12,Nonprofits,84,56.54,4749.06,0.9472,0.0528,0.0032,0.0039,0.0149,0.9508,0.0306,145.26,26.83,118.42,0.8153,0.32,0.3861,0.0127,0.5339,2850.78,0.9162,788.8,0.999484,0.6969
2024-11-12,Pet Care,220,188.64,41500.04,0.9793,0.0207,0.0035,0.0116,0.0465,0.957,0.0312,1296.04,82.9,1213.14,0.936,0.38,0.5075,0.0546,0.3385,27765.49,0.9975,553.2,0.996473,0.5405
2024-11-12,Education,366,193.73,70906.93,0.976,0.024,0.0061,0.0075,0.0243,0.9849,0.0181,1285.2,97.6,1187.6,0.9241,0.27,0.53,0.0349,0.5807,39692.61,0.9754,572.4,0.998756,0.414
2024-11-13,Camps,171,70.24,12011.25,0.9483,0.0517,0.0062,0.0079,0.0451,0.9472,0.0249,298.89,34.82,264.08,0.8835,0.2,0.439,0.0321,0.5387,5267.15,1.1194,644.9,0.996963,0.5065
2024-11-13,Associations,361,231.52,83578.62,0.9659,0.0341,0.0043,0.0022,0.0431,0.9754,0.0186,1552.89,152.45,1400.45,0.9018,0.42,0.4971,0.0238,0.3361,43540.46,1.09,448.0,0.99638,0.3543
2024-11-13,Sports Leagues,135,171.19,23111.3,0.9466,0.0534,0.0013,0.0029,0.0139,0.9701,0.0222,513.01,44.81,468.21,0.9127,0.33,0.2073,0.0546,0.437,14640.09,1.0784,791.8,0.998631,0.4493
2024-11-13,Nonprofits,358,59.6,21337.17,0.972,0.028,0.0041,0.0095,0.0299,0.9828,0.0285,608.01,72.7,535.31,0.8804,0.2,0.4583,0.0233,0.6479,14606.45,1.1032,205.0,0.995268,0.5996
2024-11-13,Pet Care,308,346.07,106588.54,0.9521,0.0479,0.002,0.0037,0.0111,0.9729,0.0242,2580.15,56.35,2523.8,0.9782,0.18,0.2175,0.0245,0.4909,72643.71,1.0099,728.1,0.996228,0.3995
2024-11-13,Education,261,308.49,80515.22,0.9798,0.0202,0.0037,0.0059,0.0394,0.9687,0.0182,1464.37,93.17,1371.2,0.9364,0.36,0.4463,0.0593,0.564,48737.9,1.0693,185.3,0.9986,0.4961
2024-11-14,Camps,302,249.31,75292.72,0.9264,0.0736,0.0048,0.0048,0.0142,0.9451,0.0241,1817.81,94.65,1723.16,0.9479,0.31,0.2349,0.026,0.6867,50680.64,1.0084,453.4,0.997849,0.3466
2024-11-14,Associations,395,199.86,78944.72,0.943,0.057,0.0043,0.0084,0.0442,0.9832,0.0201,1587.34,80.71,1506.63,0.9492,0.2,0.2951,0.0469,0.6571,40655.2,0.9545,208.7,0.996167,0.2953
2024-11-14,Sports Leagues,325,114.21,37118.56,0.9742,0.0258,0.0064,0.008,0.0281,0.9386,0.031,1149.33,124.28,1025.05,0.8919,0.38,0.2832,0.0574,0.7208,22191.54,1.1164,247.3,0.998584,0.3185
2024-11-14,Nonprofits,294,172.27,50646.37,0.9337,0.0663,0.0059,0.006,0.0197,0.9672,0.0282,1427.04,61.51,1365.52,0.9569,0.21,0.273,0.0204,0.3905,33963.21,0.9102,712.4,0.99693,0.5384
2024-11-14,Pet Care,211,227.62,48027.31,0.9486,0.0514,0.004,0.0048,0.0472,0.985,0.019,912.31,50.71,861.59,0.9444,0.24,0.3924,0.059,0.6273,31001.67,0.9554,268.9,0.996107,0.4675
2024-11-14,Education,118,145.49,17167.99,0.9574,0.0426,0.0061,0.0091,0.0178,0.9718,0.0261,448.78,48.32,400.45,0.8923,0.41,0.4112,0.0173,0.4433,10698.15,1.0576,271.4,0.996738,0.2569
2024-11-15,Camps,297,295.29,87699.89,0.916,0.084,0.0026,0.0071,0.044,0.9353,0.0214,1877.49,97.08,1780.41,0.9483,0.33,0.3,0.0596,0.5035,59057.73,1.1058,296.4,0.9966,0.3959
2024-11-15,Associations,267,260.99,69684.43,0.9476,0.0524,0.0015,0.0059,0.0144,0.969,0.0296,2060.55,56.47,2004.07,0.9726,0.21,0.2047,0.0303,0.4366,33323.58,0.9307,335.5,0.99973,0.636
2024-11-15,Sports Leagues,85,289.14,24577.3,0.911,0.089,0.0018,0.0049,0.0358,0.983,0.0212,521.92,18.49,503.43,0.9646,0.22,0.4937,0.0305,0.6148,13871.64,0.9222,596.4,0.997062,0.3795
2024-11-15,Nonprofits,100,317.11,31710.96,0.9427,0.0573,0.0049,0.0031,0.0296,0.962,0.0245,777.35,43.76,733.59,0.9437,0.44,0.3914,0.0587,0.369,21381.33,1.0127,321.4,0.998654,0.5003
2024-11-15,Pet Care,130,97.44,12667.38,0.9576,0.0424,0.0031,0.0056,0.0463,0.9408,0.0304,385.25,40.96,344.29,0.8937,0.32,0.246,0.0506,0.5936,6384.95,0.9522,406.2,0.995667,0.6142
2024-11-15,Education,147,222.6,32722.29,0.9742,0.0258,0.0027,0.0099,0.0105,0.9351,0.0313,1024.06,54.15,969.91,0.9471,0.37,0.4143,0.0267,0.383,16818.43,1.0236,551.4,0.995831,0.4505
2024-11-16,Camps,136,337.79,45939.17,0.9485,0.0515,0.0051,0.0097,0.0268,0.953,0.0263,1206.95,53.24,1153.7,0.9559,0.39,0.4159,0.0193,0.479,25440.15,1.0057,350.9,0.99756,0.5528
2024-11-16,Associations,127,254.49,32320.1,0.947,0.053,0.0053,0.0031,0.0431,0.9841,0.02,647.53,44.33,603.2,0.9315,0.35,0.265,0.0191,0.3921,17982.78,1.0926,676.7,0.995703,0.4795
2024-11-16,Sports Leagues,100,337.98,33797.88,0.9462,0.0538,0.0041,0.0055,0.0432,0.9512,0.023,776.88,21.33,755.55,0.9725,0.21,0.3727,0.0562,0.7309,23613.05,0.9935,647.0,0.997707,0.4966
2024-11-16,Nonprofits,398,340.06,135344.32,0.9546,0.0454,0.0025,0.0099,0.0494,0.9449,0.0295,3994.7,176.66,3818.04,0.9558,0.44,0.2617,0.0217,0.6227,92737.62,1.0469,463.1,0.995516,0.666
2024-11-16,Pet Care,278,305.84,85024.9,0.9626,0.0374,0.0042,0.0093,0.0129,0.9698,0.0181,1539.99,53.61,1486.38,0.9652,0.19,0.4602,0.0339,0.3268,46301.02,0.8951,355.3,0.995771,0.3487
2024-11-16,Education,85,158.39,13463.08,0.9176,0.0824,0.0047,0.0061,0.0436,0.9796,0.0295,397.7,26.08,371.62,0.9344,0.31,0.2876,0.0308,0.6093,7525.0,1.0298,591.7,0.9995,0.6748
2024-11-17,Camps,248,244.08,60531.29,0.9269,0.0731,0.0029,0.0062,0.0447,0.9561,0.0214,1292.64,106.21,1186.43,0.9178,0.43,0.3322,0.014,0.5455,35588.2,1.1093,668.5,0.995495,0.4804
2024-11-17,Associations,187,165.0,30855.06,0.9198,0.0802,0.0036,0.0067,0.0188,0.9646,0.0211,650.98,39.79,611.19,0.9389,0.21,0.5441,0.0444,0.5677,15373.57,0.93,209.4,0.995307,0.5649
2024-11-17,Sports Leagues,289,142.03,41046.16,0.9213,0.0787,0.0018,0.0069,0.0391,0.9895,0.0228,933.92,103.82,830.1,0.8888,0.36,0.2229,0.0378,0.5331,16813.22,0.9959,456.9,0.996823,0.5081
2024-11-17,Nonprofits,179,236.17,42274.11,0.9792,0.0208,0.0043,0.0082,0.0285,0.9306,0.0299,1263.93,53.92,1210.01,0.9573,0.3,0.3542,0.028,0.4947,26111.25,1.0481,669.7,0.999776,0.426
2024-11-17,Pet Care,341,158.3,53981.12,0.9734,0.0266,0.0031,0.0048,0.0484,0.9374,0.0263,1419.48,114.23,1305.25,0.9195,0.33,0.2676,0.0259,0.429,35293.95,0.9735,363.9,0.99812,0.473
2024-11-17,Education,231,291.29,67288.45,0.9539,0.0461,0.0077,0.0089,0.012,0.9586,0.0254,1711.71,98.76,1612.95,0.9423,0.43,0.34,0.0397,0.3837,31853.53,1.0117,593.9,0.997134,0.4447
2024-11-18,Camps,164,257.93,42300.5,0.9104,0.0896,0.0046,0.002,0.0337,0.9319,0.0312,1318.12,50.68,1267.44,0.9615,0.31,0.4331,0.0527,0.4059,23773.57,1.0872,485.7,0.996925,0.416
2024-11-18,Associations,315,166.2,52354.02,0.9282,0.0718,0.0025,0.0088,0.0181,0.9679,0.0235,1228.01,77.33,1150.68,0.937,0.25,0.47,0.0282,0.3067,34309.87,0.9555,679.2,0.997677,0.6466
2024-11-18,Sports Leagues,175,282.51,49438.71,0.9427,0.0573,0.0033,0.0025,0.0446,0.9551,0.0276,1364.13,38.73,1325.4,0.9716,0.22,0.4867,0.0512,0.517,29744.48,1.0051,495.5,0.999355,0.6851
2024-11-18,Nonprofits,370,101.65,37609.7,0.9455,0.0545,0.0067,0.0034,0.0343,0.9716,0.0238,894.34,120.71,773.63,0.865,0.33,0.4898,0.0576,0.5494,22971.52,0.9575,347.2,0.999353,0.2944
2024-11-18,Pet Care,212,321.84,68229.25,0.9235,0.0765,0.0079,0.0057,0.0187,0.9803,0.0246,1675.08,76.55,1598.53,0.9543,0.36,0.3612,0.0422,0.3159,34459.46,1.0378,358.5,0.998801,0.6824
2024-11-18,Education,330,96.56,31866.29,0.9742,0.0258,0.0076,0.0077,0.0292,0.9755,0.0309,983.15,80.11,903.04,0.9185,0.24,0.3215,0.0309,0.6806,14055.43,1.0295,358.6,0.999339,0.4029
2024-11-19,Camps,104,183.92,19128.13,0.9209,0.0791,0.0078,0.0114,0.0163,0.9724,0.0252,482.89,26.84,456.05,0.9444,0.26,0.4332,0.0324,0.7043,11689.01,1.0018,427.3,0.995155,0.3224
2024-11-19,Associations,353,258.72,91329.36,0.9409,0.0591,0.0073,0.0109,0.011,0.9823,0.0254,2317.23,143.5,2173.72,0.9381,0.41,0.2471,0.0176,0.625,44076.22,1.0141,588.4,0.997991,0.5645
2024-11-19,Sports Leagues,122,57.91,7064.76,0.9775,0.0225,0.0071,0.0061,0.0157,0.9822,0.027,190.88,38.59,152.29,0.7978,0.32,0.2982,0.0381,0.4868,3812.21,1.0829,767.7,0.999717,0.6586
2024-11-19,Nonprofits,92,183.37,16869.62,0.9162,0.0838,0.0054,0.006,0.0375,0.9432,0.0287,484.26,20.8,463.46,0.957,0.23,0.4792,0.0556,0.7051,8501.95,0.9736,689.9,0.998392,0.487
2024-11-19,Pet Care,164,303.07,49703.22,0.9614,0.0386,0.0041,0.009,0.0408,0.9637,0.0242,1203.0,34.02,1168.97,0.9717,0.21,0.1805,0.0569,0.4204,29767.02,1.1064,676.4,0.995601,0.6109
2024-11-19,Education,164,268.4,44017.8,0.952,0.048,0.0011,0.007,0.0425,0.9638,0.0246,1082.2,47.9,1034.3,0.9557,0.29,0.3786,0.0137,0.6599,28918.11,1.0222,785.7,0.997721,0.2622
2024-11-20,Camps,269,217.65,58546.66,0.9448,0.0552,0.0052,0.0114,0.0132,0.9792,0.0301,1760.47,57.59,1702.88,0.9673,0.21,0.4228,0.0451,0.5469,32252.13,0.9563,588.6,0.996399,0.457
2024-11-20,Associations,132,72.31,9544.88,0.947,0.053,0.0044,0.0058,0.0339,0.9309,0.0249,237.62,41.07,196.55,0.8272,0.31,0.371,0.0206,0.3934,5671.19,0.9023,328.0,0.999071,0.2967
2024-11-20,Sports Leagues,120,241.72,29006.58,0.9688,0.0312,0.0033,0.009,0.0137,0.9434,0.0288,836.23,50.52,785.71,0.9396,0.42,0.186,0.0183,0.3946,16122.34,0.917,783.7,0.996901,0.3143
2024-11-20,Nonprofits,313,132.02,41321.11,0.9229,0.0771,0.0079,0.0107,0.0246,0.9837,0.0274,1131.69,93.31,1038.38,0.9176,0.3,0.5032,0.0438,0.6719,21707.13,1.0717,369.5,0.998602,0.446
2024-11-20,Pet Care,87,287.97,25053.66,0.9188,0.0812,0.0075,0.0071,0.0354,0.9543,0.027,677.51,32.33,645.17,0.9523,0.37,0.5013,0.0527,0.461,14650.27,1.0673,640.1,0.999366,0.6244
2024-11-20,Education,97,115.5,11203.1,0.9432,0.0568,0.0025,0.0097,0.0269,0.9624,0.0275,308.46,31.25,277.21,0.8987,0.32,0.4595,0.0493,0.4092,5483.27,0.8942,180.7,0.999064,0.3463
2024-11-21,Camps,175,143.59,25128.41,0.9203,0.0797,0.0025,0.0033,0.0263,0.9402,0.0236,594.23,71.72,522.51,0.8793,0.41,0.4222,0.0431,0.6653,10361.9,1.0707,253.5,0.996695,0.3886
2024-11-21,Associations,383,97.98,37526.92,0.9769,0.0231,0.0052,0.0067,0.0403,0.9788,0.0195,733.41,145.56,587.86,0.8015,0.38,0.525,0.0393,0.5764,24809.88,1.0431,796.8,0.996385,0.6305
2024-11-21,Sports Leagues,145,156.55,22699.65,0.9718,0.0282,0.008,0.0026,0.047,0.9422,0.0209,473.8,27.73,446.07,0.9415,0.19,0.5212,0.048,0.3241,13394.17,0.9088,631.0,0.997004,0.2733
2024-11-21,Nonprofits,379,110.4,41843.14,0.9786,0.0214,0.0031,0.0082,0.0431,0.9302,0.022,918.86,122.64,796.22,0.8665,0.32,0.3487,0.0136,0.5012,18067.24,0.94,629.2,0.995875,0.5494
2024-11-21,Pet Care,141,185.53,26160.01,0.9161,0.0839,0.0019,0.0031,0.025,0.9395,0.0301,786.16,59.62,726.54,0.9242,0.42,0.497,0.0404,0.5684,17455.98,0.9775,162.4,0.997305,0.4992
2024-11-21,Education,347,93.5,32443.2,0.9648,0.0352,0.0061,0.0043,0.032,0.9774,0.0181,587.47,88.24,499.23,0.8498,0.25,0.3547,0.0523,0.6595,14446.88,0.9911,327.2,0.996967,0.4933
2024-11-22,Camps,225,50.8,11429.25,0.9413,0.0587,0.0035,0.0091,0.0472,0.9324,0.0188,214.9,81.37,133.52,0.6213,0.36,0.308,0.0202,0.7296,4619.84,0.9458,345.6,0.998836,0.5028
2024-11-22,Associations,322,240.51,77443.24,0.9712,0.0288,0.0075,0.0061,0.049,0.9735,0.0262,2026.37,118.23,1908.14,0.9417,0.37,0.3133,0.0312,0.5638,38570.63,1.0645,290.7,0.998904,0.3185
2024-11-22,Sports Leagues,316,125.26,39581.58,0.9657,0.0343,0.0065,0.0046,0.0129,0.94,0.0285,1129.48,129.15,1000.33,0.8857,0.41,0.3217,0.0182,0.334,18395.34,1.1151,235.8,0.995422,0.6035
2024-11-22,Nonprofits,350,181.6,63558.26,0.9591,0.0409,0.0059,0.0062,0.0194,0.9805,0.0203,1290.53,113.46,1177.07,0.9121,0.32,0.4363,0.0419,0.5785,38055.63,1.0902,368.5,0.998074,0.5636
2024-11-22,Pet Care,109,287.24,31309.3,0.9105,0.0895,0.0063,0.0072,0.0317,0.9507,0.0193,604.11,22.29,581.81,0.9631,0.2,0.3061,0.046,0.7012,20152.78,1.0715,123.9,0.995939,0.6753
2024-11-22,Education,99,83.65,8281.63,0.9545,0.0455,0.004,0.0021,0.042,0.9866,0.0309,255.83,28.09,227.74,0.8902,0.28,0.4715,0.0349,0.741,5705.93,1.0656,440.5,0.999419,0.3508
2024-11-23,Camps,198,197.09,39023.12,0.9716,0.0284,0.0016,0.0103,0.0285,0.95,0.0205,799.2,79.2,720.0,0.9009,0.4,0.3991,0.0464,0.4417,20209.6,1.0993,773.6,0.998625,0.5872
2024-11-23,Associations,219,226.5,49603.26,0.9775,0.0225,0.0063,0.0086,0.0176,0.9886,0.0253,1254.17,95.22,1158.95,0.9241,0.43,0.444,0.012,0.5425,33125.28,0.8924,709.4,0.998006,0.27
2024-11-23,Sports Leagues,230,231.61,53270.62,0.951,0.049,0.0024,0.0097,0.0148,0.9338,0.0248,1321.43,60.01,1261.41,0.9546,0.26,0.3414,0.0156,0.5036,28333.63,1.112,611.3,0.99951,0.6016
2024-11-23,Nonprofits,101,327.34,33061.08,0.9719,0.0281,0.0051,0.0071,0.0191,0.9801,0.024,795.0,33.98,761.02,0.9573,0.34,0.2429,0.0207,0.7433,18124.09,1.0758,684.2,0.999809,0.6923
2024-11-23,Pet Care,129,332.49,42891.29,0.9709,0.0291,0.0014,0.0062,0.0468,0.9608,0.0193,826.96,56.88,770.07,0.9312,0.44,0.3126,0.0358,0.5844,27867.8,1.0895,564.1,0.999647,0.3486
2024-11-23,Education,375,102.98,38616.86,0.9726,0.0274,0.0025,0.0092,0.0427,0.9534,0.0196,756.46,104.2,652.26,0.8622,0.28,0.2028,0.043,0.6137,18555.32,1.0364,159.8,0.995155,0.4336
2024-11-24,Camps,131,328.79,43071.34,0.9246,0.0754,0.0069,0.0029,0.0495,0.9785,0.0189,813.24,31.15,782.09,0.9617,0.24,0.383,0.0362,0.5832,23217.69,1.0562,357.0,0.995864,0.2652
2024-11-24,Associations,285,252.87,72067.46,0.9131,0.0869,0.0045,0.0072,0.0423,0.9877,0.0221,1589.23,55.83,1533.4,0.9649,0.2,0.3559,0.0115,0.4734,34734.95,0.9383,121.1,0.996228,0.394
2024-11-24,Sports Leagues,217,278.93,60528.26,0.9607,0.0393,0.0033,0.0111,0.0362,0.9358,0.0209,1262.39,62.56,1199.83,0.9504,0.29,0.5379,0.0232,0.4927,34392.26,0.9653,596.7,0.998238,0.2772
2024-11-24,Nonprofits,180,283.23,50981.43,0.9548,0.0452,0.0042,0.0093,0.0368,0.9803,0.0187,954.06,58.41,895.65,0.9388,0.32,0.4243,0.0438,0.7151,26688.01,1.0708,654.5,0.996317,0.3707
2024-11-24,Pet Care,275,165.81,45598.47,0.9281,0.0719,0.0017,0.0087,0.0232,0.9466,0.0232,1057.89,90.69,967.2,0.9143,0.33,0.2399,0.0581,0.6297,18879.4,0.9536,154.2,0.996124,0.379
2024-11-24,Education,320,299.2,95745.14,0.9398,0.0602,0.0076,0.0073,0.0392,0.9741,0.0278,2659.04,61.87,2597.17,0.9767,0.19,0.4102,0.0547,0.6796,64578.58,0.9867,429.1,0.99896,0.3866
2024-11-25,Camps,339,198.84,67407.54,0.9285,0.0715,0.0055,0.005,0.0369,0.9642,0.0281,1894.87,115.85,1779.02,0.9389,0.34,0.4606,0.0598,0.5105,39061.0,0.9045,766.3,0.997922,0.2963
2024-11-25,Associations,174,56.56,9840.66,0.9709,0.0291,0.0033,0.0112,0.0189,0.9745,0.024,235.75,49.24,186.51,0.7911,0.28,0.202,0.0453,0.3789,5303.11,0.9139,531.0,0.996132,0.5175
2024-11-25,Sports Leagues,237,287.37,68106.11,0.9677,0.0323,0.0021,0.0043,0.0376,0.9458,0.0311,2120.43,57.42,2063.0,0.9729,0.24,0.4757,0.0479,0.5267,32621.65,0.8881,683.3,0.996851,0.403
2024-11-25,Nonprofits,345,254.62,87843.35,0.9335,0.0665,0.0044,0.0098,0.0331,0.9783,0.0239,2096.66,88.87,2007.79,0.9576,0.26,0.2669,0.0166,0.3166,36537.98,0.945,309.3,0.996871,0.5162
2024-11-25,Pet Care,175,190.45,33328.54,0.9797,0.0203,0.0028,0.0084,0.0283,0.9761,0.0215,715.83,63.67,652.16,0.911,0.36,0.2281,0.0108,0.3082,18257.61,1.065,512.8,0.995178,0.4984
2024-11-25,Education,279,191.02,53295.67,0.9568,0.0432,0.0036,0.0043,0.0319,0.9317,0.0228,1213.63,89.96,1123.67,0.9259,0.32,0.3043,0.0273,0.6817,36251.58,1.0786,187.2,0.99642,0.5701
2024-11-26,Camps,187,83.07,15534.48,0.978,0.022,0.0064,0.0073,0.041,0.974,0.0244,379.69,50.63,329.06,0.8667,0.27,0.5458,0.0542,0.7279,6439.69,1.0757,726.0,0.997337,0.6509
2024-11-26,Associations,350,253.2,88619.59,0.9299,0.0701,0.0053,0.0041,0.0341,0.9821,0.0183,1619.02,110.68,1508.34,0.9316,0.32,0.5435,0.018,0.3825,47965.1,1.089,502.7,0.997493,0.289
2024-11-26,Sports Leagues,386,119.42,46094.78,0.9573,0.0427,0.007,0.0098,0.0389,0.934,0.0194,892.58,117.92,774.65,0.8679,0.31,0.3856,0.0462,0.4601,18754.94,0.8887,701.3,0.99563,0.6716
2024-11-26,Nonprofits,310,223.01,69134.4,0.9218,0.0782,0.0042,0.0108,0.0494,0.976,0.0287,1984.48,129.9,1854.58,0.9345,0.42,0.2706,0.0468,0.5513,33081.13,0.8933,256.6,0.998186,0.5064
2024-11-26,Pet Care,129,146.69,18923.59,0.9486,0.0514,0.0079,0.0062,0.027,0.9336,0.0287,543.51,29.55,513.96,0.9456,0.23,0.4556,0.0555,0.6457,11216.69,1.0249,428.5,0.995708,0.6005
2024-11-26,Education,295,245.05,72289.21,0.974,0.026,0.0028,0.0059,0.0349,0.9883,0.0235,1697.44,76.17,1621.27,0.9551,0.26,0.3235,0.0255,0.3383,36418.97,1.0205,244.3,0.999085,0.5809
2024-11-27,Camps,185,346.27,64059.6,0.9682,0.0318,0.0062,0.0039,0.0111,0.9591,0.0284,1818.25,81.39,1736.86,0.9552,0.44,0.4922,0.0547,0.4074,28608.88,0.9395,214.2,0.998913,0.6564
2024-11-27,Associations,331,312.46,103425.08,0.9139,0.0861,0.0057,0.0073,0.0211,0.9761,0.021,2168.69,96.77,2071.91,0.9554,0.29,0.4426,0.0269,0.6849,68222.09,0.9286,419.5,0.997117,0.4345
2024-11-27,Sports Leagues,309,321.53,99353.58,0.9601,0.0399,0.0053,0.0106,0.0233,0.9472,0.0209,2080.2,99.02,1981.18,0.9524,0.32,0.5456,0.0564,0.5049,43060.01,1.0899,747.4,0.99584,0.6476
2024-11-27,Nonprofits,150,148.36,22254.11,0.9601,0.0399,0.0033,0.0032,0.0262,0.9794,0.0198,441.14,49.46,391.68,0.8879,0.33,0.2289,0.0125,0.4704,13293.83,0.946,423.1,0.997408,0.6286
2024-11-27,Pet Care,349,237.58,82914.88,0.9221,0.0779,0.0079,0.0087,0.0247,0.9529,0.0308,2556.85,147.16,2409.69,0.9424,0.42,0.5315,0.0327,0.6828,45225.97,1.0319,465.0,0.99798,0.4793
2024-11-27,Education,396,101.64,40250.49,0.945,0.055,0.0034,0.0024,0.039,0.974,0.0267,1073.22,161.18,912.04,0.8498,0.41,0.2552,0.0243,0.5064,16826.82,1.0921,453.6,0.996591,0.4651
2024-11-28,Camps,396,343.44,136001.17,0.973,0.027,0.0011,0.0044,0.0155,0.9684,0.0299,4065.63,132.43,3933.21,0.9674,0.33,0.3083,0.0556,0.5273,61527.68,1.008,132.3,0.995189,0.5324
2024-11-28,Associations,377,47.96,18079.22,0.9524,0.0476,0.0018,0.0028,0.0378,0.972,0.0305,550.67,68.2,482.47,0.8761,0.18,0.3201,0.0106,0.4641,9898.32,1.0071,362.0,0.998554,0.437
